INFO 2025-06-13 04:13:59,803 autoreload 16800 13776 Watching for file changes with StatReloader
INFO 2025-06-13 04:17:17,809 autoreload 16800 13776 C:\Users\mrgot\Desktop\rab\lab4\code\server\lab4\lab4\settings.py changed, reloading.
INFO 2025-06-13 04:17:18,324 autoreload 5672 17160 Watching for file changes with StatReloader
INFO 2025-06-13 04:17:33,003 autoreload 1632 13896 Watching for file changes with StatReloader
INFO 2025-06-13 04:17:38,932 basehttp 1632 15580 "GET / HTTP/1.1" 200 12451
WARNING 2025-06-13 04:17:39,043 log 1632 15580 Not Found: /favicon.ico
WARNING 2025-06-13 04:17:39,044 basehttp 1632 15580 "GET /favicon.ico HTTP/1.1" 404 2206
INFO 2025-06-13 05:13:50,375 autoreload 17480 15252 Watching for file changes with StatReloader
WARNING 2025-06-13 05:22:25,402 log 17480 10308 Not Found: /api/register/
WARNING 2025-06-13 05:22:25,403 basehttp 17480 10308 "GET /api/register/ HTTP/1.1" 404 2212
WARNING 2025-06-13 05:25:57,842 log 17480 18004 Not Found: /api/register/
WARNING 2025-06-13 05:25:57,843 basehttp 17480 18004 "POST /api/register/ HTTP/1.1" 404 2213
INFO 2025-06-13 05:27:52,794 autoreload 17480 15252 C:\Users\mrgot\Desktop\rab\lab4\code\server\lab4\lab4\urls.py changed, reloading.
INFO 2025-06-13 05:27:53,980 autoreload 19308 3676 Watching for file changes with StatReloader
INFO 2025-06-13 05:28:52,177 autoreload 19308 3676 C:\Users\mrgot\Desktop\rab\lab4\code\server\lab4\lab4\urls.py changed, reloading.
INFO 2025-06-13 05:28:52,650 autoreload 18624 18856 Watching for file changes with StatReloader
INFO 2025-06-13 05:29:42,675 autoreload 18624 18856 C:\Users\mrgot\Desktop\rab\lab4\code\server\lab4\api\urls.py changed, reloading.
INFO 2025-06-13 05:29:43,229 autoreload 18296 17924 Watching for file changes with StatReloader
INFO 2025-06-13 05:30:08,652 autoreload 2364 8852 Watching for file changes with StatReloader
WARNING 2025-06-13 05:30:14,424 log 2364 13876 Not Found: /
WARNING 2025-06-13 05:30:14,425 basehttp 2364 13876 "GET / HTTP/1.1" 404 2302
INFO 2025-06-13 05:30:39,671 views 2364 10308 Зарегистрирован новый пользователь: gotas
INFO 2025-06-13 05:30:39,672 basehttp 2364 10308 "POST /api/register/ HTTP/1.1" 201 135
INFO 2025-06-13 06:16:20,039 basehttp 2364 20120 "OPTIONS /api/register/ HTTP/1.1" 200 473
INFO 2025-06-13 06:22:20,832 autoreload 19876 8852 Watching for file changes with StatReloader
INFO 2025-06-13 06:22:49,788 basehttp 19876 3212 "OPTIONS /api/login/ HTTP/1.1" 200 0
WARNING 2025-06-13 06:22:50,172 views 19876 3212 Неудачная попытка входа для пользователя: mr.gotas@mail.ru
WARNING 2025-06-13 06:22:50,174 log 19876 3212 Bad Request: /api/login/
WARNING 2025-06-13 06:22:50,175 basehttp 19876 3212 "POST /api/login/ HTTP/1.1" 400 58
INFO 2025-06-13 06:23:05,567 basehttp 19876 3212 "OPTIONS /api/register/ HTTP/1.1" 200 0
INFO 2025-06-13 06:23:05,995 views 19876 3212 Зарегистрирован новый пользователь: test
INFO 2025-06-13 06:23:05,995 basehttp 19876 3212 "POST /api/register/ HTTP/1.1" 201 135
INFO 2025-06-13 06:23:16,838 views 19876 3212 Пользователь test успешно вошел.
INFO 2025-06-13 06:23:16,839 basehttp 19876 3212 "POST /api/login/ HTTP/1.1" 200 52
INFO 2025-06-13 06:23:16,848 basehttp 19876 3212 "OPTIONS /api/applications/ HTTP/1.1" 200 0
INFO 2025-06-13 06:23:16,851 basehttp 19876 19820 "OPTIONS /api/applications/ HTTP/1.1" 200 0
INFO 2025-06-13 06:23:16,882 basehttp 19876 3212 "GET /api/applications/ HTTP/1.1" 200 2
